uttrance,intent,entities
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
What's the temperature in the living room?,sensor_status,"{""sensor"": ""temperature"", ""location"": ""living room""}"
Is the front door open?,sensor_status,"{""sensor"": ""front door""}"
Is any window open?,sensor_status,"{""sensor"": ""window""}"
Check if the garage is closed,sensor_status,"{""sensor"": ""garage door""}"
I'm feeling sad,sentiment_report,"{""sentiment"": ""negative""}"
I'm feeling sad,sentiment_report,"{""sentiment"": ""negative""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
I'm super excited today!,sentiment_report,"{""sentiment"": ""positive""}"
I'm doing alright,sentiment_report,"{""sentiment"": ""neutral""}"
I'm doing alright,sentiment_report,"{""sentiment"": ""neutral""}"
I'm super excited today!,sentiment_report,"{""sentiment"": ""positive""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
I'm doing alright,sentiment_report,"{""sentiment"": ""neutral""}"
I'm super excited today!,sentiment_report,"{""sentiment"": ""positive""}"
I'm doing alright,sentiment_report,"{""sentiment"": ""neutral""}"
I'm doing alright,sentiment_report,"{""sentiment"": ""neutral""}"
I'm doing alright,sentiment_report,"{""sentiment"": ""neutral""}"
I'm super excited today!,sentiment_report,"{""sentiment"": ""positive""}"
I'm doing alright,sentiment_report,"{""sentiment"": ""neutral""}"
I'm super excited today!,sentiment_report,"{""sentiment"": ""positive""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
I'm feeling sad,sentiment_report,"{""sentiment"": ""negative""}"
I'm super excited today!,sentiment_report,"{""sentiment"": ""positive""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
I'm doing alright,sentiment_report,"{""sentiment"": ""neutral""}"
I'm feeling sad,sentiment_report,"{""sentiment"": ""negative""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
I'm feeling sad,sentiment_report,"{""sentiment"": ""negative""}"
Today feels off,sentiment_report,"{""sentiment"": ""negative""}"
I'm super excited today!,sentiment_report,"{""sentiment"": ""positive""}"
